Line in Master,Company,Industry,Code,Metrics,Reported,Quantitative,MonetaryLoss
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-250a.1,Global Food Safety Initiative (GFSI) audit (1) non-conformance rate and (2) associated corrective action rate for (a) major and (b) minor non-conformances,1,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-250a.2,Percentage of ingredients sourced from Tier 1 supplier facilities certified to a Global Food Safety Initiative (GFSI) recognized food safety certification program,1,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-250a.3,"(1) Total number of notices of food safety violation received, (2) percentage corrected",1,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-250a.4,(1) Number of recalls issued and (2) total amount of food product recalled,1,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-260a.1,Revenue from products labeled and/or marketed to promote health and nutrition attributes,1,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-260a.2,Discussion of the process to identify and manage products and ingredients related to nutritional and health concerns among consumers,1,0.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-270a.1,Percentage of advertising impressions (1) made on children and (2) made on children promoting products that meet dietary guidelines,0,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-270a.2,Revenue from products labeled as (1) containing genetically modified organisms (GMOs) and (2) non-GMO,1,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-270a.3,Number of incidents of non-compliance with industry or regulatory labeling and/or marketing codes,0,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-270a.4,Total amount of monetary losses as a result of legal proceedings associated with labeling and/or marketing practices,0,1.0,1.0
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-410a.1,"(1) Total weight of packaging, (2) percentage made from recycled and/or renewable materials, and (3) percentage that is recyclable, reusable, and/or compostable",0,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-410a.2,Discussion of strategies to reduce the environmental impact of packaging throughout its lifecycle,1,0.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-430a.1,Percentage of food ingredients sourced from regions with High or Extremely High Baseline Water Stress,0,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-430a.2,Suppliers’ social and environmental responsibility audit (1) non-conformance rate and (2) associated corrective action rate for (a) major and (b) minor non-conformances,0,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-440a.1,"Percentage of food ingredients sourced that are certified to third-party environmental and/or social standards, and percentages by standard",0,1.0,
763.0,TreeHouse Foods Inc,PROCESSED FOODS,FB-PF-440a.2,List of priority food ingredients and discussion of sourcing risks due to environmental and social considerations,1,0.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR)",1,1.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.1,Sales-weighted fleet fuel efficiency for medium- and heavy-duty vehicles,2,1.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.2,Sales-weighted fuel efficiency for non-road equipment,2,1.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.3,Sales-weighted fuel efficiency for stationary generators,2,1.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.4,"Sales-weighted emissions of: (1) nitrogen oxides (NOx) and (2) particulate matter (PM) for: (a) marine diesel engines, (b) locomotive diesel engines, (c) on-road medium- and heavy-duty engines, and (d) other non-road diesel engines",2,1.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-440a.1,Description of the management of risks associated with the use of critical materials,1,0.0,
765.0,Trinity Industries Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-440b.1,Revenue from remanufactured products and remanufacturing services,0,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-120a.1,"Air emissions of the following pollutants: (1) NOX (excluding N2O), (2) SOX, (3) volatile organic compounds (VOCs), and (4) hazardous air pollutants (HAPs)",1,0.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable, (4) total self-generated energy",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",0,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-140a.3,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,0.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-150a.1,"Amount of hazardous waste generated, percentage recycled",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-210a.1,Discussion of engagement processes to manage risks and opportunities associated with community interests,1,0.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-320a.1,(1) Total recordable incident rate (TRIR) and (2) fatality rate for (a) direct employees and (b) contract employees,1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-320a.2,"Description of efforts to assess, monitor, and reduce exposure of employees and contract workers to long-term (chronic) health risks",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-410a.1,Revenue from products designed for use-phase resource efficiency,0,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-410b.1,"(1) Percentage of products that contain Globally Harmonized System of Classification and Labeling of Chemicals (GHS) Category 1 and 2 Health and Environmental Hazardous Substances, (2) percentage of such products that have undergone a hazard assessment",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-410b.2,Discussion of strategy to (1) manage chemicals of concern and (2) develop alternatives with reduced human and/or environmental impact,1,0.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-410c.1,Percentage of products by revenue that contain genetically modified organisms (GMOs),1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,1,0.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-540a.1,"Process Safety Incidents Count (PSIC), Process Safety Total Incident Rate (PSTIR), and Process Safety Incident Severity Rate (PSISR)",1,1.0,
766.0,Trinseo SA,CHEMICALS,RT-CH-540a.2,Number of transport incidents,1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of account holders affected",1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-230a.2,Description of approach to identifying and addressing data security risks,1,0.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-240a.1,(1) Number and (2) amount of loans outstanding qualified to programs designed to promote small business and community development,1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-240a.2,(1) Number and (2) amount of past due and nonaccrual loans qualified to programs designed to promote small business and community development,1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-240a.3,Number of no-cost retail checking accounts provided to previously unbanked or underbanked customers,1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-240a.4,"Number of participants in financial literacy initiatives for unbanked, underbanked, or underserved customers",1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-410a.1,"Commercial and industrial credit exposure, by industry",1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in credit analysis",1,0.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",1,1.0,1.0
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-510a.2,Description of whistleblower policies and procedures,1,0.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-550a.1,"Global Systemically Important Bank (G-SIB) score, by category",1,1.0,
767.0,Truist Financial Corp,COMMERCIAL BANKS,FN-CB-550a.2,"Description of approach to incorporation of results of mandatory and voluntary stress tests into capital adequacy planning, long-term corporate strategy, and other business activities",1,0.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) volatile organic compounds (VOCs), and (4) particulate matter (PM)",0,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable, (4) total self-generated energy",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-140a.3,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-150a.1,"Amount of hazardous waste generated, percentage recycled",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-250a.1,"Number of recalls issued, total units recalled",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-250a.2,Discussion of process to identify and manage emerging materials and chemicals of concern,1,0.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-410a.1,"Percentage of raw materials from: (1) recycled content, (2) renewable resources, and (3) renewable and recycled content",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-410a.2,"Revenue from products that are reusable, recyclable, and/or compostable",1,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-410a.3,Discussion of strategies to reduce the environmental impact of packaging throughout its lifecycle,1,0.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-430a.1,"Total wood fiber procured, percentage from certified sources",0,1.0,
768.0,Tupperware Brands Corp,CONTAINERS & PACKAGING,RT-CP-430a.2,"Total aluminum purchased, percentage from certified sources",0,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-130a.3,Discussion of the integration of environmental considerations into strategic planning for data center needs,1,0.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,1,0.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.2,Number of users whose information is used for secondary purposes,1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,1,1.0,1.0
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",1,0.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.6,"Number of government requests to remove content, percentage compliance with requests",1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of users affected",1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",1,0.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-330a.1,Percentage of employees that are foreign nationals,1,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-330a.2,Employee engagement as a percentage,0,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",0,1.0,
769.0,Twitter Inc,INTERNET MEDIA & SERVICES,TC-IM-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,1,1.0,1.0
772.0,UDR Inc,REAL ESTATE,IF-RE-130a.1,"Energy consumption data coverage as a percentage of total floor area, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-130a.2,"(1) Total energy consumed by portfolio area with data coverage, (2) percentage grid electricity, and (3) percentage renewable, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-130a.3,"Like-for-like percentage change in energy consumption for the portfolio area with data coverage, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-130a.4,"Percentage of eligible portfolio that (1) has an energy rating and (2) is certified to ENERGY STAR, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-130a.5,Description of how building energy management considerations are integrated into property investment analysis and operational strategy,1,0.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-140a.1,"Water withdrawal data coverage as a percentage of (1) total floor area and (2) floor area in regions with High or Extremely High Baseline Water Stress, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-140a.2,"(1) Total water withdrawn by portfolio area with data coverage and (2) percentage in regions with High or Extremely High Baseline Water Stress, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-140a.3,"Like-for-like percentage change in water withdrawn for portfolio area with data coverage, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-140a.4,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,0.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-410a.1,"(1) Percentage of new leases that contain a cost recovery clause for resource efficiency-related capital improvements and (2) associated leased floor area, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-410a.2,"Percentage of tenants that are separately metered or submetered for (1) grid electricity consumption and (2) water withdrawals, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-410a.3,"Discussion of approach to measuring, incentivizing, and improving sustainability impacts of tenants",1,0.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-450a.1,"Area of properties located in 100-year flood zones, by property subsector",1,1.0,
772.0,UDR Inc,REAL ESTATE,IF-RE-450a.2,"Description of climate change risk exposure analysis, degree of systematic portfolio exposure, and strategies for mitigating risks",1,0.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110a.1,"Fleet fuel consumed, percentage renewable",1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110b.1,Gross global Scope 1 emissions from refrigerants,1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110b.2,Percentage of refrigerants consumed with zero ozone-depleting potential,1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110b.3,Average refrigerant emissions rate,0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-130a.1,"(1) Operational energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-150a.1,"Amount of food waste generated, percentage diverted from the waste stream",1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of customers affected",1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-230a.2,Description of approach to identifying and addressing data security risks,1,0.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-250a.1,High-risk food safety violation rate,0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-250a.2,"(1) Number of recalls, (2) number of units recalled, (3) percentage of units recalled that are private-label products",0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-260a.1,Revenue from products labeled and/or marketed to promote health and nutrition attributes,0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-260a.2,Discussion of the process to identify and manage products and ingredients related to nutritional and health concerns among consumers,1,0.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-270a.1,Number of incidents of non-compliance with industry or regulatory labeling and/or marketing codes,0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-270a.2,Total amount of monetary losses as a result of legal proceedings associated with marketing and/or labeling practices,0,1.0,1.0
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-270a.3,Revenue from products labeled as (1) containing genetically modified organisms (GMOs) and (2) non-GMO,1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-310a.1,"(1) Average hourly wage and (2) percentage of in-store and distribution center employees earning minimum wage, by region",0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-310a.2,Percentage of active workforce covered under collective bargaining agreements,1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-310a.3,(1) Number of work stoppages and (2) total days idle,1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-310a.4,Total amount of monetary losses as a result of legal proceedings associated with: (1) labor law violations and (2) employment discrimination,1,1.0,1.0
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-430a.1,Revenue from products third-party certified to environmental or social sustainability sourcing standards,1,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-430a.2,Percentage of revenue from (1) eggs that originated from a cage-free environment and (2) pork produced without the use of gestation crates,0,1.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-430a.3,"Discussion of strategy to manage environmental and social risks within the supply chain, including animal welfare",1,0.0,
777.0,United Natural Foods Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-430a.4,Discussion of strategies to reduce the environmental impact of packaging,1,0.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR)",1,1.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.1,Sales-weighted fleet fuel efficiency for medium- and heavy-duty vehicles,0,1.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.2,Sales-weighted fuel efficiency for non-road equipment,0,1.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.3,Sales-weighted fuel efficiency for stationary generators,0,1.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.4,"Sales-weighted emissions of: (1) nitrogen oxides (NOx) and (2) particulate matter (PM) for: (a) marine diesel engines, (b) locomotive diesel engines, (c) on-road medium- and heavy-duty engines, and (d) other non-road diesel engines",0,1.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-440a.1,Description of the management of risks associated with the use of critical materials,0,0.0,
779.0,United Rentals Inc,INDUSTRIAL MACHINERY & GOODS,RT-IG-440b.1,Revenue from remanufactured products and remanufacturing services,1,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.1,"Discussion, by world region, of management process for ensuring quality and patient safety during clinical trials",1,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.2,Number of FDA Sponsor Inspections related to clinical trial management and pharmacovigilance that resulted in: (1) Voluntary Action Indicated (VAI) and (2) Official Action Indicated (OAI),1,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.3,Total amount of monetary losses as a result of legal proceedings associated with clinical trials in developing countries,1,1.0,1.0
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240a.1,Description of actions and initiatives to promote access to health care products for priority diseases and in priority countries as defined by the Access to Medicine Index,0,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240a.2,List of products on the WHO List of Prequalified Medicinal Products as part of its Prequalification of Medicines Programme (PQP),0,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.1,Number of settlements of Abbreviated New Drug Application (ANDA) litigation that involved payments and/or provisions to delay bringing an authorized generic product to market for a defined time period,0,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.2,Percentage change in: (1) average list price and (2) average net price across U.S. product portfolio compared to previous year,0,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.3,Percentage change in: (1) list price and (2) net price of product with largest increase compared to previous year,0,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.1,List of products listed in the Food and Drug Administration’s (FDA) MedWatch Safety Alerts for Human Medical Products database,0,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.2,Number of fatalities associated with products as reported in the FDA Adverse Event Reporting System,0,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.3,"Number of recalls issued, total units recalled",1,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.4,"Total amount of product accepted for take-back, reuse, or disposal",0,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.5,"Number of FDA enforcement actions taken in response to violations of current Good Manufacturing Practices (cGMP), by type",1,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.1,Description of methods and technologies used to maintain traceability of products throughout the supply chain and prevent counterfeiting,1,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.2,Discussion of process for alerting customers and business partners of potential or known risks associated with counterfeit products,0,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.3,"Number of actions that led to raids, seizure, arrests, and/or filing of criminal charges related to counterfeit products",1,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-270a.1,Total amount of monetary losses as a result of legal proceedings associated with false marketing claims,1,1.0,1.0
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-270a.2,Description of code of ethics governing promotion of off-label use of products,1,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-330a.1,Discussion of talent recruitment and retention efforts for scientists and research and development personnel,1,0.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-330a.2,"(1) Voluntary and (2) involuntary turnover rate for: (a) executives/senior managers, (b) mid-level managers, (c) professionals, and (d) all others",1,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-430a.1,Percentage of (1) entity's facilities and (2) Tier I suppliers' facilities participating in the Rx-360 International Pharmaceutical Supply Chain Consortium audit program or equivalent third-party audit programs for integrity of supply chain and ingredients,0,1.0,
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-510a.1,Total amount of monetary losses as a result of legal proceedings associated with corruption and bribery,1,1.0,1.0
780.0,United Therapeutics Corp,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-510a.2,Description of code of ethics governing interactions with health care professionals,1,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.1,"Gross global Scope 1 emissions, percentage methane, percentage covered under emissions-limiting regulations",1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.2,"Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented emissions, and (5) fugitive emissions",1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.3,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",0,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) volatile organic compounds (VOCs), and (4) particulate matter (PM10)",1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.2,"Volume of produced water and flowback generated; percentage (1) discharged, (2) injected, (3) recycled; hydrocarbon content in discharged water",1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.3,Percentage of hydraulically fractured wells for which there is public disclosure of all fracturing fluid chemicals used,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.4,Percentage of hydraulic fracturing sites where ground or surface water quality deteriorated compared to a baseline,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.1,Description of environmental management policies and practices for active sites,0,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.2,"Number and aggregate volume of hydrocarbon spills, volume in Arctic, volume impacting shorelines with ESI rankings 8-10, and volume recovered",1,1.0,
